1,http://www.dickssportinggoods.com/family/index.jsp?categoryId=38922556&bc=CatGroup_WeightLiftingAccessories_R2_C1_Grips,Fitness/Fitness Accessories/Accessories,1,1,,,,,,,,
1,http://www.dickssportinggoods.com/family/index.jsp?ab=TopNav_Exercise_FitnessAccessories_TrainingMasks&categoryId=23865176&cp=4413986.4417719,Fitness/Fitness Accessories/Elevation Training; Other Sports/Hiking and Mountaineering/Elevation Training Masks,4,,,,,,,,,
1,http://www.dickssportinggoods.com/family/index.jsp?categoryId=18731556&bc=CatGroup_BasketballHookUps_R1_C4_NikeEliteSocks,Apparel/Accessories/Socks/Basketball Socks;Team Sports/Basketball/Socks; Shoes/Accessories/Socks/Basketball Socks,1,,,,,,,,,
1,http://www.dickssportinggoods.com/family/index.jsp?categoryId=38922536&bc=CatGroup_WeightLiftingAccessories_R1_C3_WorkoutGlovesWraps&page=1,Fitness/Fitness Accessories/Gloves;Apparel/Accessories/Gloves,1,,,,,,,,,
1,http://www.dickssportinggoods.com/family/index.jsp?categoryId=38922536&bc=CatGroup_WeightLiftingAccessories_R1_C3_WorkoutGlovesWraps&page=2,Fitness/Fitness Accessories/Gloves;Apparel/Accessories/Gloves,1,,,,,,,,,
1,http://www.dickssportinggoods.com/family/index.jsp?categoryId=38922766&fg=Price+Range&ff=StorePrice&fv=00000000~-~00002500&fd=under+%2425.00&,Fitness/Fitness Accessories/Rehabs and Injuries/Rollers and Massage Equipment,4,,,,,,,,,
1,http://www.dickssportinggoods.com/family/index.jsp?ab=TopNav_Exercise_Electronics_ActivityTrackers&categoryId=19619116&cp=4413986.32994596&page=1,Fitness/Electronics/Activity Trackers; Run & Cycle/Electronics/Activity Trackers ,3,,,,,,,,,
1,http://www.dickssportinggoods.com/family/index.jsp?ab=TopNav_Exercise_Electronics_ActivityTrackers&categoryId=19619116&cp=4413986.32994596&page=2,Fitness/Electronics/Activity Trackers; Run & Cycle/Electronics/Activity Trackers ,3,,,,,,,,,
,http://www.dickssportinggoods.com/family/index.jsp?ab=TopNav_Exercise_Electronics_GPSWatches&categoryId=12754034&cp=4413986.32994596,Fitness/Electronics/GPS Watches; Run & Cycle/Electronics/GPS Watches,3,,,,,,,,,
1,http://www.dickssportinggoods.com/family/index.jsp?categoryId=4414372&bc=CatGroup_Rollers_R1_C4_HotColdTherapy,Fitness/Fitness Accessories/Rehabs and Injuries/Hot and Cold Therapy,3,,,,,,,,,
1,http://www.dickssportinggoods.com/family/index.jsp?categoryId=12634918&bc=CatGroup_WeightLiftingAccessories_R2_C2_MensWeightliftingShoes,Shoes/Men's Shoes/Weightlifting Shoes,4,,,,,,,,,
1,http://www.dickssportinggoods.com/family/index.jsp?categoryId=13089566&bc=CatGroup_Mouthguards_R4_C3_ViewAllMouthguardsAccessories&page=1,Team Sports/Hockey/Protective Gear/Mouthguards;Team Sports/Basketball/Accessories/Mouthguards; Other Sports/Boxing/Protective Gear/Mouthguards;Other Sports/More Sports/Rugby/Mouthguards,1,,,,,,,,,
